110000,北京市,116.39564503787867,39.92998577808024
120000,天津市,117.21081309155257,39.143929903310074
130100,石家庄市,114.522081844208,38.0489583146155
130183,晋州市,115.091738280639,37.9911451022462
130184,新乐市,114.762270766826,38.3775780258393
130200,唐山市,118.183450597734,39.6505309225366
130281,遵化市,117.957639127616,40.1379010640212
130283,迁安市,118.68695461732,40.0404425132603
130300,秦皇岛市,119.604367616118,39.9454615658976
130400,邯郸市,114.482693932342,36.6093079284712
130481,武安市,114.058333969364,36.7489954765965
130500,邢台市,114.520486812944,37.069531196912
130581,南宫市,115.47940958601,37.286427413275
130582,沙河市,114.283092501787,36.9386354593461
130600,保定市,115.494810169076,38.8865645480274
130681,涿州市,115.999053640712,39.4824818105723
130683,安国市,115.334826715337,38.3937399903521
130684,高碑店市,116.040933624773,39.2650877648318
130700,张家口市,114.893781530329,40.8111884911031
130800,承德市,117.933822455838,40.9925210524571
130900,沧州市,116.863806476442,38.2976153503257
130981,泊头市,116.389235977449,38.0902787108844
130982,任丘市,116.163214051933,38.7411046411097
130983,黄骅市,117.400217019735,38.4015218454873
130984,河间市,116.271592838928,38.4837214324786
131000,廊坊市,116.70360222264,39.5186106250846
131081,霸州市,116.574305989765,39.1093200790555
131082,三河市,117.021284184087,39.9674276487702
131100,衡水市,115.686228652909,37.7469290458567
131182,深州市,115.586698808421,37.9570128627016
139001,定州市,115.057406952324,38.4658391580482
139002,辛集市,115.298749505208,37.9241218764093
140100,太原市,112.550863589055,37.8902770539675
140181,古交市,112.107739023698,37.90517928255
140200,大同市,113.29050867308,40.1137444997052
140300,阳泉市,113.569237601633,37.8695294932226
140400,长治市,113.120292085725,36.2016643857434
140481,潞城市,113.254387088284,36.3744062732379
140500,晋城市,112.867332757507,35.4998344672256
140581,高平市,112.935115353616,35.8097424579908
140600,朔州市,112.479927726663,39.3376719662206
140700,晋中市,112.738514399918,37.6933615267976
140781,介休市,111.995188019572,37.0254762759396
140800,运城市,111.00685365308,35.0388594798119
140881,永济市,110.488948721308,34.8946715107545
140882,河津市,110.708539263526,35.6318910490905
140900,忻州市,112.72793882881,38.4610305729589
140981,原平市,112.682128319142,38.8388761727465
141000,临汾市,111.538787596408,36.0997454435854
141081,侯马市,111.371509246758,35.6217854878797
141082,霍州市,111.830835626196,36.5996778291154
141100,吕梁市,111.143156602348,37.5273160969626
141181,孝义市,111.637645766314,37.1181327782167
141182,汾阳市,111.745995912882,37.3167643091059
150100,呼和浩特市,111.660350520054,40.8283188730816
150200,包头市,109.846238532492,40.6471194257086
150300,乌海市,106.831999097162,39.6831770067852
150400,赤峰市,118.930761192168,42.2971123203173
150500,通辽市,122.260363263221,43.633756072996
150581,霍林郭勒市,119.579748440216,45.5281060563298
150600,鄂尔多斯市,109.993706251451,39.8164895606015
150700,呼伦贝尔市,119.760821793999,49.2016360546043
150781,满洲里市,117.603686776194,49.5000317171543
150782,牙克石市,121.512667805516,49.329995939597
150783,扎兰屯市,121.929202165622,47.7434033831
150784,额尔古纳市,120.652763648239,51.6608188809775
150785,根河市,121.79771324217,51.3759251612697
150800,巴彦淖尔市,107.42380671968,40.7691799024291
150900,乌兰察布市,113.112846390675,41.0223629467512
150981,丰镇市,113.308676502531,40.5583360252965
152201,乌兰浩特市,122.081533809503,46.116943570165
152202,阿尔山市,120.35753387505,47.1636963357268
152501,二连浩特市,111.966178413778,43.4177804582257
152502,锡林浩特市,116.136948264315,44.0789611290995
210100,沈阳市,123.432790921605,41.8086447835158
210181,新民市,122.86641820399,42.0167761938461
210200,大连市,121.593477781435,38.9487099383043
210281,瓦房店市,121.790698788741,39.7089563961899
210283,庄河市,122.934145267,39.8589097841719
210300,鞍山市,123.007763328884,41.1187436821535
210381,海城市,122.791200582193,40.8403542475234
210400,抚顺市,123.929819767054,41.8773038295909
210500,本溪市,123.778062369792,41.3258376266488
210600,丹东市,124.338543114769,40.1290228266375
210681,东港市,123.876870273996,39.9812173341835
210682,凤城市,124.072960250511,40.5795703066595
210700,锦州市,121.147748738236,41.1308788759173
210781,凌海市,121.285574588028,41.1525661550939
210782,北镇市,121.864549713916,41.547118023827
210800,营口市,122.233391370793,40.6686510664735
210881,盖州市,122.477326793509,40.2354414704693
210882,大石桥市,122.571551062364,40.6469154518772
210900,阜新市,121.660822128568,42.0192501070602
211000,辽阳市,123.172451205147,41.2733392655694
211081,灯塔市,123.312573573151,41.4200988570858
211100,盘锦市,122.07322781023,41.1412480229562
211200,铁岭市,123.854849614616,42.2997570121254
211281,调兵山市,123.584347895589,42.4429298905337
211282,开原市,124.283775980992,42.4712232891279
211300,朝阳市,120.446162702736,41.5718276678565
211381,北票市,120.811884587471,41.8650710314981
211382,凌源市,119.271543126834,40.9818011283523
211400,葫芦岛市,120.860757644756,40.7430298813175
211481,兴城市,120.475527272341,40.5962842438315
220100,长春市,125.313642427201,43.8983376070978
220182,榆树市,126.602500765011,44.8794229266793
220183,德惠市,125.76904438895,44.510507146916
220200,吉林市,126.564543988833,43.8719883343593
220281,蛟河市,127.351741865422,43.7167560822463
220282,桦甸市,127.041392439573,43.0566310991306
220283,舒兰市,127.116772308946,44.3354651441582
220284,磐石市,126.174627791015,43.0574561133298
220300,四平市,124.39138207368,43.1755247011256
220381,公主岭市,124.685882220696,43.7918260675778
220382,双辽市,123.708520217473,43.7676948832169
220400,辽源市,125.133686052184,42.9233026190537
220500,通化市,125.942650138514,41.7363971298676
220581,梅河口市,125.723515632185,42.5426498926565
220582,集安市,125.998991975323,41.2514105853461
220600,白山市,126.435797675346,41.9458593970179
